# label	offset-or-'-' — sense picks for tools/align_gpt.py (2026-09-03)
air	-	core already has the everyday sense; GPT's match was another sense
fruit	-	core already has the everyday sense; GPT's match was another sense
salt	-	core already has the everyday sense; GPT's match was another sense
apron	02730930
bag	-
ball	02778669
ballast	02779845
balloon	02782329
banner	02788021
barrel	02795169
base	02797692
basket	02801938
bath	02808440
baton	-
battery	02810471
bead	02815071
beaker	02815834
bedding	02820210
belt	02827606
bench	02828884
bib	02834295
binder	02840245
bird	01503061
blackjack	-
blanket	02849154
body	-
boiler	02863750
bolt	02865665
book	-
bow	02879718
bowl	02880940
box	02883344
bridge	-
broom	02906734
broth	07584593
brush	02908217
buffer	02911332
buffet	02912065
bulletin board	02916538
bushing	02925107
button	02928608
cable	02934168
cake	07628870
camera	-
can	02946921
cane	02949202
canopy	02951843
canteen	02952374
cap	02954340
carrier	02969886
cart	03484083
case	02974697
cast	02979836
caster	02980036
cereal	07702796
chain	02999410
chair	-
cherry	07757132
chest	03015254
chocolate	07601999
clip	03043958
club	03446070
coat	-
coffee	-
coil	03065424
comb	03074855
comforter	04033995
cooler	03102654
corn	07731952
cornice	03111177
costume	03113657
cot	03114504
counter	03116530
couscous	07701597
cover	04151940
cracker	07681926
crampon	03126385
cubicle	02873839
cuff	03145843
cushion	03151500
cutter	03154073
deck	03168107
depilatory	03177165
diaper	03188531
die	03192790
dip	07582609
dirndl	03205574
disc	03208556
display	03211117
divider	03894379
dollhouse	03219362
dolly	03219612
door	03221720
drain	03231912
drape	03151077
dress	03236735
dresser	03015254
drop cloth	03246312
duster	03258330
earplug	03262072
elastic	04116098
envelope	03291819
equalizer	03293741
eyelet	03308853
fencing	03327234
filling	-
film	03338821
filter	03339643
fingerboard	03341297
flag	03354903
flash	03358172
flatware	03361837
floor	-
floss	03175843
flue	03368878
foil	03375694
folder	03376279
foot	-
footboard	03379461
foundation	-
fountain	03388043
funnel	03403643
gaiter	04269822
garland	04606014
gate	03427296
generator	03433877
glass	03438257
glove	03441112
gong	03447721
grape	07758680
gravy	07838073
grid	-
grill	-
grinder	03460040
grip	-
grocery	03461119
guide	-
gutter	03471473
hammer	03481172
hardware	03493792
harness	03495039
harp	03495258
hatch	03498536
hearing aid	03506727
highlighter	03518943
home	-
hook	03532672
horn	-
horse	-
housing	03546766
hutch	03550289
jack	03588951
jacket	03589791
jelly	07643306
jig	03598515
jigsaw	03598783
juice	07923748
key	03613294
keyboard	03614007
kit	03619396
knife	03623556
lamp	03636649
lanyard	03641451
latch	03644858
lattice	03646916
lemon	07749582
level	03658858
lift	-
lighter	03666591
liner	03673767
link	-
lock	03682487
locker	02933462
lounger	04062428
machine	-
mailbox	03710193
marble	03721047
marker	03722007
mask	03725035
mat	03727837
match	03728437
meal	07567707
mill	-
mold	03779370
molding	03780392
monitor	03782190
mortar	03786901
mount	-
mustard	07819480
needle	03816136
notebook	06415419
novelty	03623448
nutcracker	03836602
oil	07673397
olive	07767344
ottoman	03858418
pack	-
paddle	03873416
paint	03875218
palette	03878674
pallet	03879582
pannier	03883524
paper	-
pasta	07698915
pastry	07622708
patch	03897943
pen	03906997
pencil	03908204
pendant	03908831
pepper	07720442
perch	03914919
pestle	03919289
phone	04401088
pillbox	03937751
pipe	03944672
plane	03954731
plant	00017222
plate	03959485
platform	03961939
plug	03968293
point	-
pot	03990474
primer	03360845
printer	04004767
projection	-
projector	04009552
pudding	07612632
punch	04023249
puppet	04025350
rack	04038727
radio	04043733
rail	04046590
ramp	04051549
recorder	03343354
reel	04067472
regulator	04072193
release	-
repeater	-
repellent	14920388
respirator	03424325
ribbon	04087899
rivet	04095342
robe	04097866
rocker	04099969
rod	04100174
roller	03150232
router	04114719
saddle	04123740
safety	-
sandbox	04134339
sash	04136510
saw	04140064
scanner	04143140
scarf	04143897
scoop	04149083
scooter	04149374
scope	04403638
screen	04152387
screw	04153751
seat	04161981
set	-
shade	04181718
sheet	04188179
shield	04192858
shoe	04199027
shorts	04205318
shovel	04208210
shutter	04211356
sink	04223580
skin	-
sleeve	04236702
slide	04238128
snap	04248209
snorkel	04251144
soup	07583197
spa	03506370
spade	04266486
spatula	04269944
spike	04275904
spinner	04278605
sponge	14597758
spoon	04284002
spread	07856270
spreader	04287986
spring water	07936015
spur	04290259
staff	-
stake	04298765
stamp	04159058
stand	04301000
staple	04303095
starter	04304375
steamer	04309548
stick	04317420
stilt	04319937
stool	04326896
storage	-
stretcher	04336792
string	04337974
sugar	07859284
sunshade	03889871
support	04359589
suture	04367205
sweet	07596684
sweet potato	07712063
switch	04372370
table	04379243
tack	04383130
tank	04388743
tap	04559451
tape	04391569
tart	07623664
television	04405907
thread	04426788
tile	04435180
tiller	03146846
tin	02949542
toilet	04446521
toner	15075867
tostada	07881310
toy	03964744
track	-
tractor	04465501
treadmill	04477387
trimmer	-
trivet	04486213
trunk	04491769
tub	04493381
tube	04493505
tumbler	04496872
turban	04498389
turntable	04501550
tv	04405907
vehicle	04524313
vent	04526241
vest	04531873
video	04534127
vinegar	07828987
wagon	04543509
walker	04545305
wall	-
washer	04554684
water	-
weight	04571292
wheel	-
whisk	04578934
white	-
wick	04581829
window	04587648
wire	04594489
wrap	04605726
wristband	04607398
yam	07711907
drawing	-	core's drawing (the illustration) covers it
pants	04489008	trousers, not the British underpants synset
sham	-	GPT means the pillow sham; WordNet has only the counterfeit
sparkler	-	GPT means the firework; WordNet has only the slang diamond
font	-	GPT's font is the typeface
scope	-	core already has telescope; the GPT scope synset duplicated it
